Pos	-	t	n	a	k	g	c	y	r	s	w	m	d	v	b	u	h
5003	0	0	82	0	0	0	94048	0	0	0	0	0	0	0	0	0	0
5004	0	0	82	94046	0	2	0	0	0	0	0	0	0	0	0	0	0
5005	0	42	82	0	0	0	94005	1	0	0	0	0	0	0	0	0	0
5006	0	0	82	94047	0	1	0	0	0	0	0	0	0	0	0	0	0
5007	0	15	82	1	0	0	94031	1	0	0	0	0	0	0	0	0	0
5008	0	21	84	8	3	94014	0	0	0	0	0	0	0	0	0	0	0
5009	0	0	82	0	0	0	94048	0	0	0	0	0	0	0	0	0	0
5010	0	6	81	94041	0	1	0	0	1	0	0	0	0	0	0	0	0
5011	0	0	87	93963	0	0	13	0	0	0	0	67	0	0	0	0	0
5012	0	7	85	2	0	94036	0	0	0	0	0	0	0	0	0	0	0
5013	0	94041	86	0	0	1	2	0	0	0	0	0	0	0	0	0	0
5014	0	94042	85	0	0	2	1	0	0	0	0	0	0	0	0	0	0
5015	0	0	84	12	0	94034	0	0	0	0	0	0	0	0	0	0	0
5016	0	94046	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5017	0	30	83	4	0	94012	0	0	1	0	0	0	0	0	0	0	0
5018	0	1	106	5	2	94008	0	0	5	3	0	0	0	0	0	0	0
5019	0	0	107	94020	0	0	0	0	2	0	0	1	0	0	0	0	0
5020	0	18	107	3	0	0	93993	8	0	0	0	1	0	0	0	0	0
5021	0	8	104	94015	0	1	0	0	1	0	1	0	0	0	0	0	0
5022	0	94025	104	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5023	0	8	103	0	1	94017	0	0	1	0	0	0	0	0	0	0	0
5024	0	94022	103	0	1	0	0	3	0	0	1	0	0	0	0	0	0
5025	0	5	104	0	0	0	94020	1	0	0	0	0	0	0	0	0	0
5026	0	1	104	94023	0	0	0	0	2	0	0	0	0	0	0	0	0
5027	0	0	104	94024	0	1	0	0	1	0	0	0	0	0	0	0	0
5028	0	94007	105	17	0	0	1	0	0	0	0	0	0	0	0	0	0
5029	0	3	104	1	2	94020	0	0	0	0	0	0	0	0	0	0	0
5030	0	1	104	94024	0	0	0	0	1	0	0	0	0	0	0	0	0
5031	0	15	104	0	0	0	94008	3	0	0	0	0	0	0	0	0	0
5032	0	1	104	94025	0	0	0	0	0	0	0	0	0	0	0	0	0
5033	0	94027	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5034	0	0	103	94027	0	0	0	0	0	0	0	0	0	0	0	0	0
5035	0	94007	102	0	0	0	20	1	0	0	0	0	0	0	0	0	0
5036	0	0	101	4	0	94023	0	0	0	2	0	0	0	0	0	0	0
5037	0	1	101	3	1	94015	1	0	8	0	0	0	0	0	0	0	0
5038	0	0	101	94029	0	0	0	0	0	0	0	0	0	0	0	0	0
5039	0	0	101	3	0	0	94024	1	0	0	0	1	0	0	0	0	0
5040	0	0	103	94000	0	23	0	0	1	0	3	0	0	0	0	0	0
5041	0	0	102	94027	0	0	1	0	0	0	0	0	0	0	0	0	0
5042	0	0	104	0	0	0	94026	0	0	0	0	0	0	0	0	0	0
5043	0	0	105	94024	0	0	0	0	0	0	1	0	0	0	0	0	0
5044	0	0	104	2	0	94022	0	0	2	0	0	0	0	0	0	0	0
5045	0	94024	104	0	0	0	0	1	0	0	1	0	0	0	0	0	0
5046	0	94024	105	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5047	0	94017	106	0	0	0	6	0	0	0	1	0	0	0	0	0	0
5048	0	0	103	0	1	94026	0	0	0	0	0	0	0	0	0	0	0
5049	0	0	103	0	0	94026	0	0	1	0	0	0	0	0	0	0	0
5050	0	94024	104	0	0	0	2	0	0	0	0	0	0	0	0	0	0
5051	0	16	106	0	0	0	94006	2	0	0	0	0	0	0	0	0	0
5052	0	5	102	0	0	0	94019	2	0	1	0	1	0	0	0	0	0
5053	0	0	104	94019	0	3	1	0	1	0	0	1	1	0	0	0	0
5054	0	0	105	94025	0	0	0	0	0	0	0	0	0	0	0	0	0
5055	0	172	107	0	0	0	93844	6	0	0	0	1	0	0	0	0	0
5056	0	94024	104	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5057	0	94024	104	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5058	0	0	104	94026	0	0	0	0	0	0	0	0	0	0	0	0	0
5059	0	94022	104	0	0	0	0	4	0	0	0	0	0	0	0	0	0
5060	0	94026	103	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5061	0	94024	104	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5062	0	57	106	3	0	93964	0	0	0	0	0	0	0	0	0	0	0
5063	0	0	105	4	1	94018	0	0	2	0	0	0	0	0	0	0	0
5064	0	0	105	94024	0	0	0	0	0	0	1	0	0	0	0	0	0
5065	0	94005	105	1	1	0	16	2	0	0	0	0	0	0	0	0	0
5066	0	0	107	0	1	94022	0	0	0	0	0	0	0	0	0	0	0
5067	0	0	105	0	1	94023	0	0	1	0	0	0	0	0	0	0	0
5068	0	0	105	94021	0	1	1	0	0	0	1	1	0	0	0	0	0
5069	0	1	103	0	2	94024	0	0	0	0	0	0	0	0	0	0	0
5070	0	0	103	0	0	0	94025	2	0	0	0	0	0	0	0	0	0
5071	0	94023	101	0	0	0	5	1	0	0	0	0	0	0	0	0	0
5072	0	0	101	0	0	94029	0	0	0	0	0	0	0	0	0	0	0
5073	0	0	100	94028	0	0	1	0	1	0	0	0	0	0	0	0	0
5074	0	94030	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5075	0	0	100	0	1	94029	0	0	0	0	0	0	0	0	0	0	0
5076	0	94029	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5077	0	94025	102	0	1	0	1	1	0	0	0	0	0	0	0	0	0
5078	0	0	101	94026	0	0	0	0	2	0	1	0	0	0	0	0	0
5079	0	3	102	0	0	0	94022	2	0	0	0	1	0	0	0	0	0
5080	0	94026	102	0	0	0	0	1	0	0	1	0	0	0	0	0	0
5081	0	0	102	94028	0	0	0	0	0	0	0	0	0	0	0	0	0
5082	0	0	102	94028	0	0	0	0	0	0	0	0	0	0	0	0	0
5083	0	0	103	94026	0	0	0	0	1	0	0	0	0	0	0	0	0
5084	0	0	102	94013	0	15	0	0	0	0	0	0	0	0	0	0	0
5085	0	94027	102	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5086	0	0	103	94025	0	0	0	0	2	0	0	0	0	0	0	0	0
5087	0	0	104	94026	0	0	0	0	0	0	0	0	0	0	0	0	0
5088	0	0	104	94026	0	0	0	0	0	0	0	0	0	0	0	0	0
5089	0	0	103	94027	0	0	0	0	0	0	0	0	0	0	0	0	0
5090	0	2	103	0	0	0	94024	1	0	0	0	0	0	0	0	0	0
5091	0	0	103	0	0	0	94026	0	0	0	0	1	0	0	0	0	0
5092	0	94019	103	0	0	0	8	0	0	0	0	0	0	0	0	0	0
5093	0	3	103	0	0	0	94020	4	0	0	0	0	0	0	0	0	0
5094	0	0	106	94021	0	1	0	0	1	0	1	0	0	0	0	0	0
5095	0	94024	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5096	0	0	107	94023	0	0	0	0	0	0	0	0	0	0	0	0	0
5097	0	0	106	94022	0	1	0	0	0	0	0	1	0	0	0	0	0
5098	0	94020	107	0	0	0	3	0	0	0	0	0	0	0	0	0	0
5099	0	94020	108	1	0	0	0	1	0	0	0	0	0	0	0	0	0
5100	0	33	115	0	0	0	93980	2	0	0	0	0	0	0	0	0	0
5101	0	1	86	94039	0	3	0	0	1	0	0	0	0	0	0	0	0
5102	0	1	84	0	0	0	94044	1	0	0	0	0	0	0	0	0	0
5103	0	0	83	94045	0	0	0	0	2	0	0	0	0	0	0	0	0
5104	0	94044	82	0	0	0	4	0	0	0	0	0	0	0	0	0	0
5105	0	0	81	0	2	94045	0	0	2	0	0	0	0	0	0	0	0
5106	0	0	81	94043	0	1	5	0	0	0	0	0	0	0	0	0	0
5107	0	1	81	94047	0	0	1	0	0	0	0	0	0	0	0	0	0
5108	0	0	78	2	4	94046	0	0	0	0	0	0	0	0	0	0	0
5109	0	0	77	0	0	94053	0	0	0	0	0	0	0	0	0	0	0
5110	0	94052	77	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5111	0	0	77	94053	0	0	0	0	0	0	0	0	0	0	0	0	0
5112	0	0	77	94053	0	0	0	0	0	0	0	0	0	0	0	0	0
5113	0	0	77	94051	0	2	0	0	0	0	0	0	0	0	0	0	0
5114	0	0	77	94051	0	0	1	0	1	0	0	0	0	0	0	0	0
5115	0	0	77	1	0	0	94048	4	0	0	0	0	0	0	0	0	0
5116	0	0	78	94049	0	2	1	0	0	0	0	0	0	0	0	0	0
5117	0	94048	79	1	0	0	1	0	0	0	1	0	0	0	0	0	0
5118	0	94043	82	1	0	0	1	1	0	0	2	0	0	0	0	0	0
5119	0	94045	82	1	0	0	0	0	0	0	2	0	0	0	0	0	0
5120	0	94043	82	2	0	0	0	1	0	0	2	0	0	0	0	0	0
5121	0	0	74	94056	0	0	0	0	0	0	0	0	0	0	0	0	0
5122	0	94054	72	0	2	0	1	0	0	0	1	0	0	0	0	0	0
5123	0	0	71	0	3	94056	0	0	0	0	0	0	0	0	0	0	0
5124	0	94052	73	0	0	5	0	0	0	0	0	0	0	0	0	0	0
5125	0	94052	75	0	0	0	2	1	0	0	0	0	0	0	0	0	0
5126	0	94055	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5127	0	94060	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5128	0	0	66	94054	0	10	0	0	0	0	0	0	0	0	0	0	0
5129	0	3	67	0	0	0	94060	0	0	0	0	0	0	0	0	0	0
5130	0	0	66	0	0	0	94064	0	0	0	0	0	0	0	0	0	0
5131	0	94065	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5132	0	0	66	94064	0	0	0	0	0	0	0	0	0	0	0	0	0
5133	0	0	66	94062	0	0	1	0	0	0	0	1	0	0	0	0	0
5134	0	94065	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5135	0	0	65	0	0	94064	1	0	0	0	0	0	0	0	0	0	0
5136	0	0	66	94056	0	7	0	0	0	0	1	0	0	0	0	0	0
5137	0	94060	65	0	0	0	2	0	0	0	3	0	0	0	0	0	0
5138	0	3	64	0	1	94054	6	0	0	2	0	0	0	0	0	0	0
5139	0	1	65	94063	0	0	0	0	0	0	1	0	0	0	0	0	0
5140	0	15	76	1	0	0	94026	11	0	1	0	0	0	0	0	0	0
5141	0	0	65	94062	0	1	0	0	1	0	0	1	0	0	0	0	0
5142	0	52	66	1	0	0	94010	0	0	0	0	1	0	0	0	0	0
5143	0	94057	68	1	0	2	0	1	0	0	1	0	0	0	0	0	0
5144	0	295	68	0	0	0	93756	10	0	0	0	1	0	0	0	0	0
5145	0	94060	69	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5146	0	0	70	94056	0	1	1	0	2	0	0	0	0	0	0	0	0
5147	0	14	71	1	0	0	94043	1	0	0	0	0	0	0	0	0	0
5148	0	7	70	2	1	94050	0	0	0	0	0	0	0	0	0	0	0
5149	0	94056	70	0	1	1	0	2	0	0	0	0	0	0	0	0	0
5150	0	12	70	3	0	94045	0	0	0	0	0	0	0	0	0	0	0
5151	0	94057	70	0	0	0	2	1	0	0	0	0	0	0	0	0	0
5152	0	94055	70	5	0	0	0	0	0	0	0	0	0	0	0	0	0
5153	0	0	69	0	0	94061	0	0	0	0	0	0	0	0	0	0	0
5154	0	0	69	94061	0	0	0	0	0	0	0	0	0	0	0	0	0
5155	0	0	69	2	37	94021	0	0	1	0	0	0	0	0	0	0	0
5156	0	0	69	2	3	94056	0	0	0	0	0	0	0	0	0	0	0
5157	0	10	88	0	0	0	94031	1	0	0	0	0	0	0	0	0	0
5158	0	93902	114	0	0	3	110	1	0	0	0	0	0	0	0	0	0
5159	0	93997	131	0	1	0	1	0	0	0	0	0	0	0	0	0	0
5160	0	93995	131	0	0	0	2	2	0	0	0	0	0	0	0	0	0
5161	0	93980	137	12	0	0	0	0	0	0	1	0	0	0	0	0	0
5162	0	0	137	0	1	93992	0	0	0	0	0	0	0	0	0	0	0
5163	0	0	139	93986	0	5	0	0	0	0	0	0	0	0	0	0	0
5164	0	0	138	2	1	93989	0	0	0	0	0	0	0	0	0	0	0
5165	0	93987	141	0	0	0	1	1	0	0	0	0	0	0	0	0	0
5166	0	0	141	93989	0	0	0	0	0	0	0	0	0	0	0	0	0
5167	0	2	140	0	0	0	93987	1	0	0	0	0	0	0	0	0	0
5168	0	93990	139	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5169	0	0	139	93990	0	0	0	0	0	0	1	0	0	0	0	0	0
5170	0	225	156	0	0	0	93744	4	0	0	0	1	0	0	0	0	0
5171	0	2	139	0	0	0	93988	0	0	0	0	1	0	0	0	0	0
5172	0	0	138	93992	0	0	0	0	0	0	0	0	0	0	0	0	0
5173	0	86	134	0	0	0	93909	1	0	0	0	0	0	0	0	0	0
5174	0	0	131	93995	0	2	0	0	1	0	0	1	0	0	0	0	0
5175	0	172	130	0	0	0	93823	5	0	0	0	0	0	0	0	0	0
5176	0	0	451	93674	0	2	0	0	0	0	2	1	0	0	0	0	0
5177	0	0	454	93673	0	1	0	0	2	0	0	0	0	0	0	0	0
5178	0	18	455	1	0	0	93653	2	0	0	0	0	0	0	0	0	1
5179	0	93680	449	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5180	0	0	449	4	2	93671	0	0	4	0	0	0	0	0	0	0	0
5181	0	0	452	93677	0	0	0	0	1	0	0	0	0	0	0	0	0
5182	0	93656	451	0	1	0	20	2	0	0	0	0	0	0	0	0	0
5183	0	152	450	0	0	1	93517	10	0	0	0	0	0	0	0	0	0
5184	0	127	486	5	0	0	93507	5	0	0	0	0	0	0	0	0	0
5185	0	93641	484	0	0	0	4	1	0	0	0	0	0	0	0	0	0
5186	0	0	484	93646	0	0	0	0	0	0	0	0	0	0	0	0	0
5187	0	0	484	0	1	93645	0	0	0	0	0	0	0	0	0	0	0
5188	0	93643	485	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5189	0	93641	485	0	2	0	0	2	0	0	0	0	0	0	0	0	0
5190	0	93644	485	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5191	0	93642	486	0	0	0	1	1	0	0	0	0	0	0	0	0	0
5192	0	12	484	1	0	0	93630	3	0	0	0	0	0	0	0	0	0
5193	0	93646	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5194	0	23	485	4	1	93615	0	0	1	1	0	0	0	0	0	0	0
5195	0	0	476	0	0	93652	0	0	1	1	0	0	0	0	0	0	0
5196	0	0	437	0	34	93659	0	0	0	0	0	0	0	0	0	0	0
5197	0	93690	438	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5198	0	1	439	93687	0	0	0	0	2	0	1	0	0	0	0	0	0
5199	0	0	438	0	2	93690	0	0	0	0	0	0	0	0	0	0	0
5200	0	0	434	3	3	93690	0	0	0	0	0	0	0	0	0	0	0
5201	0	93694	434	0	0	0	0	1	0	0	1	0	0	0	0	0	0
5202	0	0	436	93693	0	0	0	0	0	0	1	0	0	0	0	0	0
5203	0	3	431	0	0	0	93693	2	0	0	0	1	0	0	0	0	0
5204	0	0	118	94012	0	0	0	0	0	0	0	0	0	0	0	0	0
5205	0	94009	119	0	0	0	0	1	0	0	1	0	0	0	0	0	0
5206	0	58	120	0	2	93948	0	0	2	0	0	0	0	0	0	0	0
5207	0	94011	118	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5208	0	0	117	0	0	0	94011	2	0	0	0	0	0	0	0	0	0
5209	0	0	117	93991	0	17	0	0	3	0	1	1	0	0	0	0	0
5210	0	3	117	12	2	93993	0	0	0	3	0	0	0	0	0	0	0
5211	0	6	117	0	0	0	94001	5	0	1	0	0	0	0	0	0	0
5212	0	1	120	94008	0	1	0	0	0	0	0	0	0	0	0	0	0
5213	0	94010	119	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5214	0	94009	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5215	0	0	120	94009	0	0	0	0	0	0	1	0	0	0	0	0	0
5216	0	0	121	94007	0	0	0	0	0	0	2	0	0	0	0	0	0
5217	0	0	119	94010	0	0	0	0	0	0	0	1	0	0	0	0	0
5218	0	94001	123	0	1	0	3	2	0	0	0	0	0	0	0	0	0
5219	0	0	121	0	0	0	94008	0	0	0	0	1	0	0	0	0	0
5220	0	2	137	93986	0	1	0	0	3	0	1	0	0	0	0	0	0
5221	0	12	146	0	0	0	93964	8	0	0	0	0	0	0	0	0	0
5222	0	0	121	94008	0	0	0	0	1	0	0	0	0	0	0	0	0
5223	0	7	95	0	0	0	94026	1	0	0	0	1	0	0	0	0	0
5224	0	94051	75	0	1	0	2	0	0	0	1	0	0	0	0	0	0
5225	0	0	87	94042	0	0	0	0	1	0	0	0	0	0	0	0	0
5226	0	0	73	94057	0	0	0	0	0	0	0	0	0	0	0	0	0
5227	0	0	71	94056	0	1	0	0	1	0	1	0	0	0	0	0	0
5228	0	0	71	94057	0	0	0	0	2	0	0	0	0	0	0	0	0
5229	0	0	72	94053	0	2	0	0	3	0	0	0	0	0	0	0	0
5230	0	77	72	1	6	93973	0	0	0	1	0	0	0	0	0	0	0
5231	0	94056	71	0	1	0	0	2	0	0	0	0	0	0	0	0	0
5232	0	0	72	0	1	94054	0	0	2	1	0	0	0	0	0	0	0
5233	0	0	73	0	1	94009	0	0	46	0	0	0	1	0	0	0	0
5234	0	0	71	94055	0	1	0	0	2	0	1	0	0	0	0	0	0
5235	0	0	71	94059	0	0	0	0	0	0	0	0	0	0	0	0	0
5236	0	0	71	94059	0	0	0	0	0	0	0	0	0	0	0	0	0
5237	0	94057	71	0	1	0	0	0	0	0	0	0	0	0	1	0	0
5238	0	0	71	94059	0	0	0	0	0	0	0	0	0	0	0	0	0
5239	0	25	70	0	0	0	94031	3	0	0	0	1	0	0	0	0	0
5240	0	3	76	0	0	1	94048	1	0	0	0	1	0	0	0	0	0
5241	0	1	77	0	0	0	94050	1	0	0	0	1	0	0	0	0	0
5242	0	1	77	94049	0	0	0	0	2	0	1	0	0	0	0	0	0
5243	0	0	77	0	0	0	94049	0	0	0	0	4	0	0	0	0	0
5244	0	0	77	94051	0	0	0	0	1	0	1	0	0	0	0	0	0
5245	0	0	78	94050	0	1	0	0	1	0	0	0	0	0	0	0	0
5246	0	1	76	1	2	94049	0	0	1	0	0	0	0	0	0	0	0
5247	0	94046	77	0	1	0	5	0	0	0	1	0	0	0	0	0	0
5248	0	94050	79	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5249	0	0	79	94045	0	1	0	0	3	0	2	0	0	0	0	0	0
5250	0	0	79	94049	0	1	0	0	0	0	0	1	0	0	0	0	0
5251	0	94047	77	0	3	0	0	1	0	0	1	0	0	0	1	0	0
5252	0	0	78	0	1	94051	0	0	0	0	0	0	0	0	0	0	0
5253	0	0	75	5	3	94047	0	0	0	0	0	0	0	0	0	0	0
5254	0	94048	79	0	1	0	0	2	0	0	0	0	0	0	0	0	0
5255	0	94047	80	0	2	0	0	0	0	0	1	0	0	0	0	0	0
5256	0	94048	80	0	0	0	0	0	0	0	2	0	0	0	0	0	0
5257	0	0	80	93953	0	2	0	0	0	0	94	1	0	0	0	0	0
5258	0	0	79	94051	0	0	0	0	0	0	0	0	0	0	0	0	0
5259	0	11	80	0	0	0	94038	1	0	0	0	0	0	0	0	0	0
5260	0	94052	74	2	0	0	0	1	0	0	1	0	0	0	0	0	0
5261	0	94050	79	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5262	0	0	70	0	0	0	94060	0	0	0	0	0	0	0	0	0	0
5263	0	94057	69	0	2	0	1	1	0	0	0	0	0	0	0	0	0
5264	0	0	67	94060	0	3	0	0	0	0	0	0	0	0	0	0	0
5265	0	94064	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5266	0	94071	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5267	0	0	56	94073	0	0	0	0	0	0	1	0	0	0	0	0	0
5268	0	0	57	94072	0	1	0	0	0	0	0	0	0	0	0	0	0
5269	0	0	56	94068	0	6	0	0	0	0	0	0	0	0	0	0	0
5270	0	94073	56	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5271	0	0	58	0	1	94071	0	0	0	0	0	0	0	0	0	0	0
5272	0	0	57	0	0	94073	0	0	0	0	0	0	0	0	0	0	0
5273	0	0	57	5	0	94067	0	0	0	1	0	0	0	0	0	0	0
5274	0	1	57	0	0	0	94071	1	0	0	0	0	0	0	0	0	0
5275	0	0	57	94073	0	0	0	0	0	0	0	0	0	0	0	0	0
5276	0	1	53	0	0	94076	0	0	0	0	0	0	0	0	0	0	0
5277	0	0	51	94074	0	5	0	0	0	0	0	0	0	0	0	0	0
5278	0	94063	52	0	0	2	13	0	0	0	0	0	0	0	0	0	0
5279	0	0	51	94079	0	0	0	0	0	0	0	0	0	0	0	0	0
5280	0	0	51	94076	0	3	0	0	0	0	0	0	0	0	0	0	0
5281	0	3	50	0	0	0	94076	1	0	0	0	0	0	0	0	0	0
5282	0	0	50	94080	0	0	0	0	0	0	0	0	0	0	0	0	0
5283	0	0	51	94079	0	0	0	0	0	0	0	0	0	0	0	0	0
5284	0	61	51	0	0	0	94007	11	0	0	0	0	0	0	0	0	0
5285	0	94078	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5286	0	0	49	0	2	94079	0	0	0	0	0	0	0	0	0	0	0
5287	0	94081	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5288	0	94116	11	0	0	0	2	1	0	0	0	0	0	0	0	0	0
5289	0	0	11	94118	0	1	0	0	0	0	0	0	0	0	0	0	0
5290	0	93992	12	0	0	0	123	3	0	0	0	0	0	0	0	0	0
5291	0	0	11	0	0	0	94117	2	0	0	0	0	0	0	0	0	0
5292	0	94119	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5293	0	94116	11	2	0	1	0	0	0	0	0	0	0	0	0	0	0
5294	0	0	10	0	4	94116	0	0	0	0	0	0	0	0	0	0	0
5295	0	0	11	0	0	0	94117	2	0	0	0	0	0	0	0	0	0
5296	0	3	11	0	0	0	94115	1	0	0	0	0	0	0	0	0	0
5297	0	0	274	93855	0	1	0	0	0	0	0	0	0	0	0	0	0
5298	0	3	277	0	0	0	93848	2	0	0	0	0	0	0	0	0	0
5299	0	93889	232	0	0	9	0	0	0	0	0	0	0	0	0	0	0
5300	0	0	231	0	1	93898	0	0	0	0	0	0	0	0	0	0	0
5301	0	80	232	0	0	0	93814	4	0	0	0	0	0	0	0	0	0
5302	0	2	231	93895	0	1	0	0	1	0	0	0	0	0	0	0	0
5303	0	93897	232	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5304	0	93900	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5305	0	12	230	144	0	93739	3	0	1	1	0	0	0	0	0	0	0
5306	0	93906	220	0	0	0	3	1	0	0	0	0	0	0	0	0	0
5307	0	93912	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5308	0	0	221	93909	0	0	0	0	0	0	0	0	0	0	0	0	0
5309	0	0	221	93896	0	13	0	0	0	0	0	0	0	0	0	0	0
5310	0	75	223	0	0	0	93830	2	0	0	0	0	0	0	0	0	0
5311	0	0	222	93903	0	5	0	0	0	0	0	0	0	0	0	0	0
5312	0	34	224	1	0	0	93871	0	0	0	0	0	0	0	0	0	0
5313	0	93894	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5314	0	6	243	0	0	0	93880	1	0	0	0	0	0	0	0	0	0
5315	0	0	242	0	0	0	93888	0	0	0	0	0	0	0	0	0	0
5316	0	0	251	93879	0	0	0	0	0	0	0	0	0	0	0	0	0
5317	0	1	252	93855	0	20	0	0	1	0	0	1	0	0	0	0	0
5318	0	0	252	0	0	0	93878	0	0	0	0	0	0	0	0	0	0
5319	0	0	261	93869	0	0	0	0	0	0	0	0	0	0	0	0	0
5320	0	0	254	93874	0	1	0	0	0	0	0	1	0	0	0	0	0
5321	0	0	251	93878	0	1	0	0	0	0	0	0	0	0	0	0	0
5322	0	93872	249	1	4	0	0	1	0	0	3	0	0	0	0	0	0
5323	0	0	250	93877	0	1	0	0	2	0	0	0	0	0	0	0	0
5324	0	0	253	0	0	93877	0	0	0	0	0	0	0	0	0	0	0
5325	0	0	252	93873	0	0	0	0	4	0	1	0	0	0	0	0	0
5326	0	3	252	1	0	93872	0	0	1	1	0	0	0	0	0	0	0
5327	0	93875	250	0	2	1	0	1	0	0	1	0	0	0	0	0	0
5328	0	93876	250	0	4	0	0	0	0	0	0	0	0	0	0	0	0
5329	0	0	252	3	0	93871	0	0	3	1	0	0	0	0	0	0	0
5330	0	0	258	93871	0	0	0	0	0	0	1	0	0	0	0	0	0
5331	0	0	252	93876	0	0	0	0	1	0	0	1	0	0	0	0	0
5332	0	1	250	4	0	93873	0	0	2	0	0	0	0	0	0	0	0
5333	0	93877	252	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5334	0	93877	252	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5335	0	93872	250	0	0	0	7	1	0	0	0	0	0	0	0	0	0
5336	0	0	252	93875	0	3	0	0	0	0	0	0	0	0	0	0	0
5337	0	0	251	93878	0	1	0	0	0	0	0	0	0	0	0	0	0
5338	0	93867	249	0	2	1	10	1	0	0	0	0	0	0	0	0	0
5339	0	62	276	0	0	0	93776	15	0	0	0	0	0	0	1	0	0
5340	0	15	250	0	0	0	93864	0	0	0	0	1	0	0	0	0	0
5341	0	0	248	93880	0	0	0	0	2	0	0	0	0	0	0	0	0
5342	0	3	254	0	0	0	93872	1	0	0	0	0	0	0	0	0	0
5343	0	1	247	1	0	0	93879	0	0	1	0	1	0	0	0	0	0
5344	0	93877	247	0	1	0	2	3	0	0	0	0	0	0	0	0	0
5345	0	3	244	0	1	93882	0	0	0	0	0	0	0	0	0	0	0
5346	0	2	246	0	0	0	93881	1	0	0	0	0	0	0	0	0	0
5347	0	93878	249	0	0	0	3	0	0	0	0	0	0	0	0	0	0
5348	0	14	241	0	0	0	93873	1	0	0	0	1	0	0	0	0	0
5349	0	93884	244	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5350	0	0	243	93886	0	1	0	0	0	0	0	0	0	0	0	0	0
5351	0	0	245	0	0	0	93880	4	0	0	0	1	0	0	0	0	0
5352	0	0	244	93886	0	0	0	0	0	0	0	0	0	0	0	0	0
5353	0	1	243	93844	0	38	0	0	2	0	2	0	0	0	0	0	0
5354	0	0	242	0	1	93887	0	0	0	0	0	0	0	0	0	0	0
5355	0	0	243	93885	0	1	0	0	0	0	0	1	0	0	0	0	0
5356	0	93882	243	0	0	0	4	1	0	0	0	0	0	0	0	0	0
5357	0	1	245	0	0	93883	0	0	0	1	0	0	0	0	0	0	0
5358	0	0	245	0	0	0	93884	1	0	0	0	0	0	0	0	0	0
5359	0	93882	246	0	0	1	0	1	0	0	0	0	0	0	0	0	0
5360	0	93884	244	0	2	0	0	0	0	0	0	0	0	0	0	0	0
5361	0	0	244	93885	0	0	0	0	1	0	0	0	0	0	0	0	0
5362	0	93887	241	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5363	0	93890	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5364	0	0	240	93886	0	3	0	0	0	0	1	0	0	0	0	0	0
5365	0	85	242	0	0	0	93788	15	0	0	0	0	0	0	0	0	0
5366	0	0	240	93884	0	4	1	0	1	0	0	0	0	0	0	0	0
5367	0	0	241	0	0	93887	0	0	0	2	0	0	0	0	0	0	0
5368	0	0	242	93880	0	6	0	0	2	0	0	0	0	0	0	0	0
5369	0	0	241	0	0	93888	0	0	0	1	0	0	0	0	0	0	0
